Date,Price,Open,High,Low,Vol.,Change %
03-11-2022,76.511,76.371,76.737,76.272,,0.26%
03-10-2022,76.31,76.271,76.497,76.071,,-0.09%
03-09-2022,76.382,76.928,77.014,76.317,,-0.68%
03-08-2022,76.905,76.996,77.174,76.725,,-0.09%
03-07-2022,76.975,76.665,77.16,76.665,,0.72%
03-04-2022,76.425,75.945,76.438,75.944,,0.60%
03-03-2022,75.971,75.66,76.02,75.627,,0.44%
03-02-2022,75.638,75.928,75.947,75.59,,-0.19%
03-01-2022,75.782,75.289,75.817,75.284,,0.35%
02/28/2022,75.52,75.767,75.808,75.285,,0.59%
02/25/2022,75.075,75.415,75.475,75.075,,-0.71%
02/24/2022,75.615,74.679,75.835,74.643,,1.31%
02/23/2022,74.64,74.63,74.735,74.531,,0.01%
02/22/2022,74.63,74.692,74.999,74.602,,0.14%
02/21/2022,74.524,74.596,74.742,74.355,,-0.22%
02/18/2022,74.687,75.07,75.109,74.469,,-0.56%
02/17/2022,75.105,74.973,75.233,74.945,,0.07%
02/16/2022,75.05,75.198,75.319,74.955,,-0.17%
02/15/2022,75.177,75.63,75.749,75.162,,-0.67%
02/14/2022,75.686,75.571,75.712,75.377,,0.45%
02-11-2022,75.348,75.315,75.53,75.172,,0.33%
02-10-2022,75.102,74.815,75.288,74.806,,0.39%
02-09-2022,74.808,74.72,74.89,74.655,,0.12%
02-08-2022,74.719,74.639,74.823,74.599,,0.09%
02-07-2022,74.655,74.697,74.832,74.625,,0.01%
02-04-2022,74.645,74.644,74.843,74.601,,0.00%
02-03-2022,74.644,74.851,74.941,74.621,,-0.24%
02-02-2022,74.823,74.751,75.047,74.685,,0.10%
02-01-2022,74.751,74.561,74.902,74.432,,0.26%
01/31/2022,74.556,75.035,75.077,74.556,,-0.65%
01/28/2022,75.046,75.203,75.224,74.881,,-0.22%
01/27/2022,75.209,75.139,75.329,75.054,,0.41%
01/26/2022,74.903,74.798,74.979,74.72,,0.16%
01/25/2022,74.787,74.657,74.819,74.567,,0.19%
01/24/2022,74.642,74.373,74.757,74.307,,0.31%
01/21/2022,74.409,74.483,74.593,74.279,,-0.08%
01/20/2022,74.468,74.42,74.552,74.311,,0.02%
01/19/2022,74.455,74.567,74.747,74.375,,-0.15%
01/18/2022,74.565,74.243,74.618,74.213,,0.42%
01/17/2022,74.255,74.182,74.377,74.137,,0.13%
01/14/2022,74.156,73.929,74.213,73.916,,0.25%
01/13/2022,73.972,73.773,73.993,73.773,,0.24%
01-12-2022,73.797,73.797,74.072,73.762,,-0.03%
01-11-2022,73.817,74.047,74.056,73.767,,-0.28%
01-10-2022,74.025,74.215,74.235,73.996,,-0.34%
01-07-2022,74.278,74.434,74.434,74.246,,-0.14%
01-06-2022,74.385,74.432,74.52,74.326,,0.13%
01-05-2022,74.285,74.535,74.6,74.254,,-0.33%
01-04-2022,74.53,74.389,74.732,74.389,,0.17%
01-03-2022,74.4,74.484,74.502,74.266,,-0.12%
12/31/2021,74.486,74.422,74.532,74.106,,0.10%
12/30/2021,74.415,74.495,74.67,74.284,,-0.21%
12/29/2021,74.57,74.75,74.865,74.568,,-0.19%
12/28/2021,74.715,74.939,75,74.599,,-0.35%
12/27/2021,74.98,75.019,75.19,74.959,,-0.03%
12/24/2021,75.004,75.059,75.228,74.998,,-0.04%
12/23/2021,75.035,75.503,75.505,75.035,,-0.56%
12/22/2021,75.46,75.685,75.685,75.449,,-0.32%
12/21/2021,75.705,75.795,75.8,75.404,,-0.03%
12/20/2021,75.73,76.03,76.188,75.73,,-0.37%
12/17/2021,76.013,76.208,76.309,75.951,,-0.22%
12/16/2021,76.184,76.179,76.343,76.086,,-0.22%
12/15/2021,76.355,76.097,76.423,76.035,,0.41%
12/14/2021,76.045,75.775,76.045,75.752,,0.36%
12/13/2021,75.77,75.68,75.818,75.575,,0.07%
12-10-2021,75.718,75.633,75.885,75.585,,0.16%
12-09-2021,75.599,75.405,75.691,75.381,,0.29%
12-08-2021,75.384,75.412,75.591,75.306,,-0.03%
12-07-2021,75.409,75.397,75.513,75.272,,0.02%
12-06-2021,75.395,75.181,75.475,75.181,,0.20%
12-03-2021,75.241,75.017,75.349,74.948,,0.34%
12-02-2021,74.989,75.016,75.099,74.902,,-0.04%
12-01-2021,75.021,75.087,75.087,74.798,,-0.11%
11/30/2021,75.1,75.043,75.204,74.852,,0.07%
11/29/2021,75.05,74.826,75.186,74.803,,-0.02%
11/26/2021,75.065,74.601,75.105,74.575,,0.76%
11/25/2021,74.502,74.647,74.647,74.464,,-0.16%
11/24/2021,74.622,74.438,74.622,74.322,,0.24%
11/23/2021,74.447,74.44,74.592,74.371,,0.00%
11/22/2021,74.445,74.347,74.527,74.298,,0.13%
11/19/2021,74.35,74.184,74.498,74.184,,0.25%
11/18/2021,74.165,74.295,74.338,74.015,,-0.12%
11/17/2021,74.255,74.469,74.542,74.218,,-0.27%
11/16/2021,74.457,74.425,74.535,74.285,,0.07%
11/15/2021,74.404,74.373,74.52,74.34,,0.08%
11-12-2021,74.347,74.334,74.545,74.274,,0.05%
11-11-2021,74.312,74.41,74.607,74.282,,-0.14%
11-10-2021,74.415,74.187,74.437,74.076,,0.32%
11-09-2021,74.175,73.905,74.175,73.834,,0.34%
11-08-2021,73.921,74.224,74.295,73.876,,-0.36%
11-05-2021,74.191,74.56,74.582,74.171,,-0.48%
11-04-2021,74.548,74.45,74.567,74.218,,0.13%
11-03-2021,74.452,74.7,74.745,74.38,,-0.33%
11-02-2021,74.695,74.837,74.91,74.57,,-0.19%
11-01-2021,74.837,74.935,75.045,74.794,,-0.13%
10/29/2021,74.935,74.803,75.048,74.755,,0.20%
10/28/2021,74.788,75.069,75.136,74.75,,-0.37%
10/27/2021,75.069,74.942,75.11,74.884,,0.17%
10/26/2021,74.942,75.022,75.175,74.862,,-0.11%
10/25/2021,75.022,74.945,75.182,74.887,,0.03%
10/22/2021,74.999,74.869,74.999,74.672,,0.15%
10/21/2021,74.889,74.829,74.944,74.703,,0.11%
10/20/2021,74.81,75.075,75.209,74.761,,-0.41%
10/19/2021,75.12,75.24,75.275,74.892,,-0.12%
10/18/2021,75.21,75.041,75.409,75.041,,0.24%
10/15/2021,75.03,74.987,75.075,74.882,,0.05%
10/14/2021,74.995,75.256,75.385,74.97,,-0.41%
10/13/2021,75.306,75.502,75.535,75.194,,-0.24%
10-12-2021,75.488,75.434,75.685,75.179,,0.11%
10-11-2021,75.403,75.119,75.546,75.07,,0.36%
10-08-2021,75.131,74.844,75.197,74.822,,0.41%
10-07-2021,74.825,74.768,74.95,74.714,,0.06%
