date,usd_inr_rate,interest_rate,unemployment_rate
2022-10-09,81.509,5.9,4.822
2022-10-10,81.509,5.9,4.822
2022-10-11,81.509,5.9,4.822
2022-10-12,81.509,5.9,4.822
2022-10-13,82.172,5.9,4.822
2022-10-14,82.34,5.9,4.822
2022-10-15,82.34,5.9,4.822
2022-10-16,82.34,5.9,4.822
2022-10-17,82.171,5.9,4.822
2022-10-18,82.291,5.9,4.822
2022-10-19,83.013,5.9,4.822
2022-10-20,82.82,5.9,4.822
2022-10-21,82.529,5.9,4.822
2022-10-22,82.529,5.9,4.822
2022-10-23,82.529,5.9,4.822
2022-10-24,82.744,5.9,4.822
2022-10-25,82.515,5.9,4.822
2022-10-26,81.901,5.9,4.822
2022-10-27,82.368,5.9,4.822
2022-10-28,82.261,5.9,4.822
2022-10-29,82.261,5.9,4.822
2022-10-30,82.261,5.9,4.822
2022-10-31,82.77,5.9,4.822
2022-11-01,82.77,5.9,4.822
2022-11-02,82.77,5.9,4.822
2022-11-03,82.77,5.9,4.822
2022-11-04,82.77,5.9,4.822
2022-11-05,82.77,5.9,4.822
2022-11-06,82.77,5.9,4.822
2022-11-07,82.77,5.9,4.822
2022-11-08,82.77,5.9,4.822
2022-11-09,82.77,5.9,4.822
2022-11-10,82.77,5.9,4.822
2022-11-11,82.77,5.9,4.822
2022-11-12,82.77,5.9,4.822
2022-11-13,82.77,5.9,4.822
2022-11-14,80.965,5.9,4.822
2022-11-15,81.061,5.9,4.822
2022-11-16,81.48,5.9,4.822
2022-11-17,81.51,5.9,4.822
2022-11-18,81.617,5.9,4.822
2022-11-19,81.617,5.9,4.822
2022-11-20,81.617,5.9,4.822
2022-11-21,81.699,5.9,4.822
2022-11-22,81.714,5.9,4.822
2022-11-23,81.604,5.9,4.822
2022-11-24,81.613,5.9,4.822
2022-11-25,81.685,5.9,4.822
2022-11-26,81.685,5.9,4.822
2022-11-27,81.685,5.9,4.822
2022-11-28,81.64,5.9,4.822
2022-11-29,81.616,5.9,4.822
2022-11-30,81.359,5.9,4.822
2022-12-01,81.359,5.9,4.822
2022-12-02,81.359,5.9,4.822
2022-12-03,81.359,5.9,4.822
2022-12-04,81.359,5.9,4.822
2022-12-05,81.359,5.9,4.822
2022-12-06,81.359,5.9,4.822
2022-12-07,81.359,6.25,4.822
2022-12-08,81.359,6.25,4.822
2022-12-09,81.359,6.25,4.822
2022-12-10,81.359,6.25,4.822
2022-12-11,81.359,6.25,4.822
2022-12-12,81.359,6.25,4.822
2022-12-13,82.375,6.25,4.822
2022-12-14,82.474,6.25,4.822
2022-12-15,82.843,6.25,4.822
2022-12-16,82.706,6.25,4.822
2022-12-17,82.706,6.25,4.822
2022-12-18,82.706,6.25,4.822
2022-12-19,82.649,6.25,4.822
2022-12-20,82.6,6.25,4.822
2022-12-21,82.88,6.25,4.822
2022-12-22,82.96,6.25,4.822
2022-12-23,82.78,6.25,4.822
2022-12-24,82.78,6.25,4.822
2022-12-25,82.78,6.25,4.822
2022-12-26,82.65,6.25,4.822
2022-12-27,82.83,6.25,4.822
2022-12-28,82.736,6.25,4.822
2022-12-29,82.758,6.25,4.822
2022-12-30,82.717,6.25,4.822
2022-12-31,82.717,6.25,4.822
2023-01-01,82.717,6.25,4.172
2023-01-02,82.717,6.25,4.172
2023-01-03,82.717,6.25,4.172
2023-01-04,82.717,6.25,4.172
2023-01-05,82.717,6.25,4.172
2023-01-06,82.717,6.25,4.172
2023-01-07,82.717,6.25,4.172
2023-01-08,82.717,6.5,4.172
2023-01-09,82.717,6.5,4.172
2023-01-10,82.717,6.5,4.172
2023-01-11,82.717,6.5,4.172
2023-01-12,82.717,6.5,4.172
2023-01-13,81.28,6.5,4.172
